ProductKey,ProductAlternateKey,ProductSubcategoryKey,ProductSubcategoryName,ProductCategoryKey,ProductCategoryName,Unit price,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
524,FR-M21S-42,12,Mountain Frames,2,Components, ,LB ,CM ,"LL Mountain Frame - Silver, 42",,,144.5938,TRUE,Silver,500,375,264.05,42,42-46 CM,3,1,M ,158.43,L ,U ,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Utilise la même technologie de cadre que celle adoptée sur le cadre en aluminium ML.,??? ML ????????????????????,???? ???? ??? ???? ???????? ????? ??? ?????? ??? ????? ?????? ?????????? ????????? ?? ???? ML ??????? ?? ??????????.,?????? ????? ????? ???? ?????? ?????????? ????? ?????? ??? ??? ?????? ?????? ML ??????????.,????????????????????????????????????????????????????????????????????? ML,Unser Topmodell mit derselben bahnbrechenden Rahmentechnologie wie beim ML-Aluminiumrahmen.,ML ?????? ????????????????????????????,ML alüminyum kadroyla ayn? ç???r aç?c? kadro teknolojisini kullanan en de?erli ürünümüz.,41456,,Current
244,FR-R92R-48,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Red, 48","Cuadro de carretera GA: rojo, 48","Cadre de vélo de route HL - rouge, 48",747.9682,TRUE,Red,500,375,1263.4598,48,48-52 CM,2,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",40725,39444,
243,FR-R92R-44,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Red, 44","Cuadro de carretera GA: rojo, 44","Cadre de vélo de route HL - rouge, 44",868.6342,TRUE,Red,500,375,1431.5,44,42-46 CM,2,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",41456,,Current
242,FR-R92R-44,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Red, 44","Cuadro de carretera GA: rojo, 44","Cadre de vélo de route HL - rouge, 44",722.2568,TRUE,Red,500,375,1301.3636,44,42-46 CM,2,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",41091,39809,
241,FR-R92R-44,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Red, 44","Cuadro de carretera GA: rojo, 44","Cadre de vélo de route HL - rouge, 44",747.9682,TRUE,Red,500,375,1263.4598,44,42-46 CM,2,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",40725,39444,
245,FR-R92R-48,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Red, 48","Cuadro de carretera GA: rojo, 48","Cadre de vélo de route HL - rouge, 48",722.2568,TRUE,Red,500,375,1301.3636,48,48-52 CM,2,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",41091,39809,
238,FR-R92R-62,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Red, 62","Cuadro de carretera GA: rojo, 62","Cadre de vélo de route HL - rouge, 62",747.9682,TRUE,Red,500,375,1263.4598,62,60-62 CM,2,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",40725,39444,
240,FR-R92R-62,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Red, 62","Cuadro de carretera GA: rojo, 62","Cadre de vélo de route HL - rouge, 62",868.6342,TRUE,Red,500,375,1431.5,62,60-62 CM,2,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",41456,,Current
239,FR-R92R-62,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Red, 62","Cuadro de carretera GA: rojo, 62","Cadre de vélo de route HL - rouge, 62",722.2568,TRUE,Red,500,375,1301.3636,62,60-62 CM,2,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",41091,39809,
211,FR-R92R-58,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Red, 58",,,,TRUE,Red,500,375,,58,54-58 CM,2,1,R ,,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",37803,,Current
246,FR-R92R-48,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Red, 48","Cuadro de carretera GA: rojo, 48","Cadre de vélo de route HL - rouge, 48",868.6342,TRUE,Red,500,375,1431.5,48,48-52 CM,2,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",41456,,Current
210,FR-R92B-58,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Black, 58",,,,TRUE,Black,500,375,,58,54-58 CM,2,1,R ,,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",37803,,Current
248,FR-R92R-52,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Red, 52","Cuadro de carretera GA: rojo, 52","Cadre de vélo de route HL - rouge, 52",722.2568,TRUE,Red,500,375,1301.3636,52,48-52 CM,2,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",41091,39809,
444,FR-R92B-52,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Black, 52","Cuadro de carretera GA: negro, 52","Cadre de vélo de route HL - noir, 52",868.6342,TRUE,Black,500,375,1431.5,52,48-52 CM,2,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",41456,,Current
443,FR-R92B-52,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Black, 52","Cuadro de carretera GA: negro, 52","Cadre de vélo de route HL - noir, 52",722.2568,TRUE,Black,500,375,1301.3636,52,48-52 CM,2,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",41091,39809,
442,FR-R92B-48,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Black, 48","Cuadro de carretera GA: negro, 48","Cadre de vélo de route HL - noir, 48",868.6342,TRUE,Black,500,375,1431.5,48,48-52 CM,2,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",41456,,Current
441,FR-R92B-48,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Black, 48","Cuadro de carretera GA: negro, 48","Cadre de vélo de route HL - noir, 48",722.2568,TRUE,Black,500,375,1301.3636,48,48-52 CM,2,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",41091,39809,
440,FR-R92B-44,14,Road Frames,2,Components, ,LB ,CM ,"HL Road Frame - Black, 44","Cuadro de carretera GA: negro, 44","Cadre de vélo de route HL - noir, 44",868.6342,TRUE,Black,500,375,1431.5,44,42-46 CM,2,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,??????????????????????????????????????????????????????????????,??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.,"????? ?????????? ???? ????????? ????? ???? ????? ???????? ?????? ?????; ?????? ????, ??? ?????? ??????? ????. ?????? ?????? ???? ?? ???? ????? ?????? ????????? ??????.",????????????????????????????????????????????? ???????????????????????? ?????????????????????????????????????????  ????????????????????? ??????????????????????????????????????????????,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,?????????????/??????????? ???????????????????????????????????????????????????????????,"""En yeni ala??mdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olmas? için kaynakland? ve tavland?. Yenilikçi tasar?m?m?z maksimum konfor ve performans sunar.""",41456,,Current
